Brand,Category,Color0,Color1,Color2,Color3,Color4,Color5,Rating,URL,Average_Price,C0_stock,C1_stock,C2_stock,C3_stock,C4_stock,C5_stock,Total_stock,Gender,Price_type
Lauren Ralph Lauren,Blazers & Sport Coats,Blue,,,,,,3.6667,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-ultraflex-plaid-blazer?ID=13197998&CategoryID=197651,69.99,78,0,0,0,0,0,78,Men,Reasonable
Weatherproof Vintage,T-Shirts,Oatmeal,Scarab Green,Maritime Blue,Blue Mirage Heather,Black Heather,Black,0,https://www.macys.com/shop/product/weatherproof-vintage-mens-long-sleeved-brushed-jersey-crew-neck-t-shirt?ID=14548446&CategoryID=197651,31.5,10,10,10,10,10,10,96,Men,Reasonable
Rockport,Men,Black,Tan,,,,,4.5926,https://www.macys.com/shop/product/mens-total-motion-dress-sport-wingtip-shoes?ID=12656982&CategoryID=197651,87.5,91,105,0,0,0,0,196,Men,Reasonable
Levi's,T-Shirts,White +,Mineral Black,Indigo,Chisel Grey Heather,Sepia,Brick Red Slub,4.3871,https://www.macys.com/shop/product/levis-mens-classic-pocket-t-shirt?ID=11997457&CategoryID=197651,17.76,10,10,10,10,10,10,60,Men,Reasonable
Fj&auml;llr&auml;ven,Accessories,Black,Dark Olive,Foilage Green,,,,0,https://www.macys.com/shop/product/fjallraven-mens-raven-backpack-with-padded-laptop-compartment?ID=8760247&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
INC International Concepts,Blazers & Sport Coats,Deep Black,White Pure,Blue Coast,,,,5,https://www.macys.com/shop/product/inc-international-concepts-mens-slim-fit-eyelet-blazer-created-for-macys?ID=13709403&CategoryID=197651,65.09666667,15,15,6,0,0,0,36,Men,Reasonable
Giani Bernini,Necklaces,Silver,Gold Over Silver,,,,,3,https://www.macys.com/shop/product/giani-bernini-cultured-freshwater-pearl-8mm-solitaire-18-pendant-necklace-created-for-macys?ID=11554613&CategoryID=197651,29.75,0,0,0,0,0,0,0,Men,Reasonable
Perry Ellis Portfolio,Pants,Black,Elmwood,Indigo,Smoked Pearl,,,4.5641,https://www.macys.com/shop/product/perry-ellis-portfolio-mens-modern-fit-stretch-solid-resolution-pants?ID=11962675&CategoryID=197651,39.99,171,171,171,171,0,0,684,Men,Reasonable
LA Pop Art,T-Shirts,Black,Gray,,,,,0,https://www.macys.com/shop/product/la-pop-art-mens-heavy-metal-genres-word-art-t-shirt?ID=11569661&CategoryID=197651,12.24,21,21,0,0,0,0,42,Men,Reasonable
Fossil,General,Brown/Black,,,,,,4.6667,https://www.macys.com/shop/product/fossil-mens-chronograph-commuter-brown-leather-strap-watch-42mm?ID=5274420&CategoryID=197651,75.94,0,0,0,0,0,0,0,Men,Reasonable
Easy Spirit,Shoes,Black,White,,,,,5,https://www.macys.com/shop/product/easy-spirit-mens-felix-emove-walking-sneakers?ID=14224797&CategoryID=197651,69.3,45,153,0,0,0,0,198,Men,Reasonable
Nautica,Blazers & Sport Coats,Med Gray,,,,,,4,https://www.macys.com/shop/product/nautica-mens-modern-fit-plaid-sport-coat?ID=14809635&CategoryID=197651,49.99,0,0,0,0,0,0,0,Men,Reasonable
Kenneth Cole Reaction,Suits & Tuxedos,Charcoal,Light Grey,Navy,Black,Blue,,4.5383,https://www.macys.com/shop/product/kenneth-cole-reaction-mens-ready-flex-basketweave-slim-fit-suit?ID=4799182&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-c9a57bcf-8d4e-47fc-9b49-3a419d7e9d03%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%244799182~xcm_pos~zPos3~xcm_srcCatID~z17788,119.99,153,105,153,171,64,0,646,Men,Expensive
Giorgio Armani,Sunglasses,MATTE GUNMETAL/GREY,,,,,,0,https://www.macys.com/shop/product/giorgio-armani-mens-sunglasses?ID=10555926&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Tommy Hilfiger,Dress Shirts,Apple Red,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-plaid-dress-shirt?ID=13923178&CategoryID=197651,22.26,15,0,0,0,0,0,15,Men,Reasonable
Johnston & Murphy,Shoes,Navy,Gray,Brown,,,,0,https://www.macys.com/shop/product/johnston-murphy-mens-bower-two-eye-tie-boat-shoes?ID=13923672&CategoryID=197651,130.5,0,1,45,0,0,0,46,Men,Expensive
Sun + Stone,Accessories,Navy Camo,,,,,,0,https://www.macys.com/shop/product/sun-stone-mens-camouflage-mini-crossbody-created-for-macys?ID=13610599&CategoryID=197651,24.5,0,0,0,0,0,0,0,Men,Reasonable
Rains,Accessories,Black,Tonal Taupe,,,,,5,https://www.macys.com/shop/product/rains-mens-mini-flap-backpack?ID=13806216&CategoryID=197651,66.5,0,0,0,0,0,0,0,Men,Reasonable
Tommy Bahama,Casual Button-Down Shirts,Riviera Azure,,,,,,0,https://www.macys.com/shop/product/tommy-bahama-marlin-bar-islandzone-moisture-wicking-embroidered-camp-shirt?ID=13624188&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
adidas,Finish Line Men's Shoes,"Core Black, Carbon, Cloud White",,,,,,4.3548,https://www.macys.com/shop/product/adidas-mens-lite-racer-adapt-4-slip-on-casual-athletic-sneakers-from-finish-line?ID=13054527&CategoryID=197651,NA,55,0,0,0,0,0,55,Men,NA
Michael Kors,Shoes,Black,Luggage,,,,,5,https://www.macys.com/shop/product/michael-kors-mens-nate-sneakers?ID=11394593&CategoryID=197651,83.25,0,21,0,0,0,0,21,Men,Reasonable
Cole Haan,Shoes,British Tan/Java,Black/ Black,British Tan,,,,4.8478,https://www.macys.com/shop/product/cole-haan-mens-zerogrand-wingtip-oxfords?ID=11712099&CategoryID=197651,NA,22,3,28,0,0,0,53,Men,NA
Lauren Ralph Lauren,Blazers & Sport Coats,Tan/Blue,,,,,,5,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-ultraflex-plaid-blazer?ID=13198001&CategoryID=197651,69.99,1,0,0,0,0,0,1,Men,Reasonable
Nautica,Suits & Tuxedos,Blue Solid,Charcoal solid,Navy Plaid,Blue plaid,Light grey solid,Navy birdseye,3.5938,https://www.macys.com/shop/product/nautica-mens-modern-fit-bi-stretch-suit?ID=11318480&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-c9a57bcf-8d4e-47fc-9b49-3a419d7e9d03%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2411318480~xcm_pos~zPos2~xcm_srcCatID~z17788,99.99,6,18,50,4,30,15,123,Men,Reasonable
Calvin Klein,Suits & Tuxedos,Black,Navy,Charcoal,Blue,Light Grey,,4.5563,https://www.macys.com/shop/product/calvin-klein-mens-infinite-stretch-solid-slim-fit-suit-jacket?ID=2324421&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-c9a57bcf-8d4e-47fc-9b49-3a419d7e9d03%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%242324421~xcm_pos~zPos4~xcm_srcCatID~z17788,225,190,190,268,222,153,0,1023,Men,Expensive
PRADA,Sunglasses,BLACK/HAVANA/BLACK,,,,,,4.4375,https://www.macys.com/shop/product/prada-womens-sunglasses-pr-25xs-55?ID=11462130&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Calvin Klein,Pants,Brown,,,,,,4,https://www.macys.com/shop/product/calvin-klein-mens-slim-fit-solid-dress-pants?ID=6198501&CategoryID=197651,44.99,136,0,0,0,0,0,136,Men,Reasonable
Giani Bernini,Necklaces,Gold Over Silver,Silver,,,,,4.2273,https://www.macys.com/shop/product/giani-bernini-square-bead-fancy-link-chain-necklace-collection-in-sterling-silver-18k-gold-plated-sterling-silver-created-for-macys?ID=13153744&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
REEF,Swimwear,Lapis Blue,,,,,,3,https://www.macys.com/shop/product/mens-sharpe-board-shorts?ID=13555624&CategoryID=197651,19.25,10,0,0,0,0,0,10,Men,Reasonable
Tommy Hilfiger,Coats & Jackets,Navy/white/red Colorblock,Verdant Green/cyber Yellow Rugby Stripe,Patch,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-varsity-regular-fit-hooded-bomber-jacket?ID=13720489&CategoryID=197651,85.75,10,10,10,0,0,0,30,Men,Reasonable
Dockers,Pants,Dark Ginger,Black,Maritime Blue,New British Khaki,,,4.6396,https://www.macys.com/shop/product/dockers-mens-jean-cut-supreme-flex-slim-fit-pants-created-for-macys?ID=8916383&CategoryID=197651,50.4,120,120,100,171,0,0,511,Men,Reasonable
Tommy Hilfiger,Swimwear,Apple Red,Bright White,Cobalt,Sleepy Blue,Orange Zing,Blue Blitz,4.3077,https://www.macys.com/shop/product/tommy-hilfiger-mens-tommy-flag-6.5-swim-trunks-created-for-macys?ID=7952687&CategoryID=197651,36.48,10,10,10,9,10,10,102,Men,Reasonable
Fitbit,Jewelry & Watches,Soft Gold And Lunar White,,,,,,3.4444,https://www.macys.com/shop/product/fitbit-luxe-fitness-tracker-in-soft-gold-with-lunar-white-wrist-band?ID=12440406&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Nunn Bush,Shoes,Black,Brown,Tan,,,,4.7778,https://www.macys.com/shop/product/nunn-bush-mens-rio-bravo-fisherman-sandals?ID=9911311&CategoryID=197651,49.99,105,105,105,0,0,0,315,Men,Reasonable
INC International Concepts,Jeans,White Wash,,,,,,4.2,https://www.macys.com/shop/product/inc-international-concepts-mens-slim-straight-jeans-created-for-macys?ID=10903942&CategoryID=197651,36.48,153,0,0,0,0,0,153,Men,Reasonable
Fitbit,Jewelry & Watches,Black,,,,,,3.5867,https://www.macys.com/shop/product/fitbit-versa-2-black-elastomer-strap-touchscreen-smart-watch-39mm?ID=10130328&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Italian Gold,Necklaces,Yellow Gold,,,,,,3.4118,https://www.macys.com/shop/product/italian-gold-mens-figaro-link-chain-necklace-7-1-5mm-in-10k-gold?ID=2952615&CategoryID=197651,974.05,0,0,0,0,0,0,0,Men,Expensive
Nunn Bush,Shoes,Black,Cognac,,,,,0,https://www.macys.com/shop/product/nunn-bush-mens-nelson-wingtip-oxfords?ID=9911208&CategoryID=197651,74.99,21,53,0,0,0,0,74,Men,Reasonable
Nike,Finish Line Men's Shoes,"White, Red",,,,,,5,https://www.macys.com/shop/product/nike-mens-air-max-dawn-next-nature-casual-sneakers-from-finish-line?ID=13083319&CategoryID=197651,NA,45,0,0,0,0,0,45,Men,NA
BVLGARI,Sunglasses,PINK GOLD/TRANSPARENT PINK/PINK GRADIENT GREY,PALE GOLD/DARK HAVANA/BROWN GRADIENT,,,,,0,https://www.macys.com/shop/product/bulgari-womens-sunglasses-bv6113?ID=10164923&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
The North Face,"Hats, Gloves & Scarves",Banff Blue/aviator Blue,Tandoori Spice Red/horizon Red,,,,,4.6133,https://www.macys.com/shop/product/the-north-face-mens-mudder-trucker-hat?ID=9975662&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Nunn Bush,Shoes,Charcoal,Brown Crazy Horse,,,,,0,https://www.macys.com/shop/product/excursion-waterproof-moccasin-toe-chukka-boots?ID=13411319&CategoryID=197651,89.99,209,210,0,0,0,0,419,Men,Reasonable
Jack & Jones,Shoes,White (Dk Forest),White (Port Royale),White,,,,0,https://www.macys.com/shop/product/jack-jones-mens-corey-leather-sneaker?ID=13541254&CategoryID=197651,97.34,21,21,21,0,0,0,63,Men,Reasonable
Dockers,Shorts,New British Khaki,Pembroke Blue,Paper White,Black,Foil Grey,Porcelain,4.1524,https://www.macys.com/shop/product/dockers-mens-ultimate-supreme-flex-stretch-solid-shorts?ID=10329136&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-c9a57bcf-8d4e-47fc-9b49-3a419d7e9d03%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2410329136~xcm_pos~zPos1~xcm_srcCatID~z3310,NA,55,55,55,55,55,55,491,Men,NA
GUESS,Shoes,Black,Cognac,,,,,0,https://www.macys.com/shop/product/guess-mens-humming-slip-on-dress-shoes-with-guess-branded-ornament?ID=14578616&CategoryID=197651,56.07,66,66,0,0,0,0,132,Men,Reasonable
Perry Ellis America,Coats & Jackets,Bright White,Dark Sapphire,,,,,4.5517,https://www.macys.com/shop/product/perry-ellis-america-mens-sailing-jacket?ID=13644740&CategoryID=197651,58.79,3,15,0,0,0,0,18,Men,Reasonable
Cole Haan,Shoes,Marine Blue,,,,,,4.2,https://www.macys.com/shop/product/cole-haan-mens-grandpro-rally-canvas-loafers?ID=12171885&CategoryID=197651,80,78,0,0,0,0,0,78,Men,Reasonable
Calvin Klein,Shoes,White,Storm Gray,Black,,,,5,https://www.macys.com/shop/product/calvin-klein-mens-ryor-slip-on-sneakers?ID=13895898&CategoryID=197651,56.07,55,66,66,0,0,0,187,Men,Reasonable
Kenneth Cole Reaction,Pants,Black,Charcoal,Blue,Grey,Oatmeal,,4.2162,https://www.macys.com/shop/product/kenneth-cole-reaction-mens-gabardine-skinny-extra-slim-fit-performance-stretch-flat-front-dress-pants?ID=8925119&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-c9a57bcf-8d4e-47fc-9b49-3a419d7e9d03%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%248925119~xcm_pos~zPos5~xcm_srcCatID~z89,44.99,253,212,226,226,45,0,962,Men,Reasonable
GUESS,Coats & Jackets,Black,Navy,Yellow,Smoke,White,Olive,4.3913,https://www.macys.com/shop/product/guess-mens-hooded-puffer-coat?ID=4964022&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-c9a57bcf-8d4e-47fc-9b49-3a419d7e9d03%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%244964022~xcm_pos~zPos6~xcm_srcCatID~z3763,110.25,10,10,10,4,10,10,101,Men,Expensive
Society of Threads,Casual Button-Down Shirts,Blue,,,,,,4.2222,https://www.macys.com/shop/product/society-of-threads-mens-slim-fit-performance-stretch-floral-short-sleeve-button-down-shirt?ID=13700343&CategoryID=197651,20.83,6,0,0,0,0,0,6,Men,Reasonable
Michelsons,Dress Shirts,White,,,,,,4.1143,https://www.macys.com/shop/product/michelsons-of-london-mens-slim-fit-solid-french-cuff-tuxedo-shirt?ID=6784519&CategoryID=197651,59.5,120,0,0,0,0,0,120,Men,Reasonable
LA Pop Art,T-Shirts,Black,,,,,,0,https://www.macys.com/shop/product/la-pop-art-mens-word-art-long-sleeve-t-shirt-john-316-fish-symbol?ID=10130726&CategoryID=197651,14.69,15,0,0,0,0,0,15,Men,Reasonable
Lugz,Shoes,Black,Walnu/blk,Char/gum,Gwhe/cr/g,"Black, Gum - Synthetic Leather Upper","Rust, Gum Cream - Synthetic Nubuck Upper",4.7,https://www.macys.com/shop/product/lugz-mens-mantle-hi-classic-fashion-boot?ID=11892536&CategoryID=197651,56.69,66,33,66,55,107,107,434,Men,Reasonable
Kenneth Cole Reaction,Shoes,Black,,,,,,0,https://www.macys.com/shop/product/kenneth-cole-reaction-mens-edge-flex-monk-loafers?ID=14320766&CategoryID=197651,64.4,6,0,0,0,0,0,6,Men,Reasonable
Kenneth Cole New York,Shoes,Black,Cognac,,,,,0,https://www.macys.com/shop/product/kenneth-cole-new-york-mens-magic-place-lace-up-dress-shoes?ID=14322456&CategoryID=197651,98,10,10,0,0,0,0,20,Men,Reasonable
True Religion,Shoes,White,Blue,,,,,1,https://www.macys.com/shop/product/true-religion-mens-austin-slide-sandals?ID=13720918&CategoryID=197651,17.5,0,6,0,0,0,0,6,Men,Reasonable
Nike,Finish Line Men's Shoes,"Black, Black","Black, White",,,,,1,https://www.macys.com/shop/product/nike-mens-tanjun-casual-sneakers-from-finish-line?ID=12310838&CategoryID=197651,NA,66,65,0,0,0,0,131,Men,NA
Michael Kors,Coats & Jackets,Military Olive,Midnight,Black,Khaki,Khaki/colorblock,Khaki/tiger Camo,4.1944,https://www.macys.com/shop/product/michael-kors-mens-bomber-jacket-created-for-macys?ID=6576430&CategoryID=197651,48.99,10,10,10,10,0,1,41,Men,Reasonable
Nunn Bush,Shoes,Black Tumble,Brown Crazy Horse,Tan Crazy Horse,,,,5,https://www.macys.com/shop/product/nunn-bush-mens-otis-chelsea-boots?ID=9911287&CategoryID=197651,84.99,21,105,113,0,0,0,239,Men,Reasonable
Dockers,Shorts,New British Khaki,Pembroke Blue,Paper White,Black,Foil Grey,Porcelain,4.1524,https://www.macys.com/shop/product/dockers-mens-ultimate-supreme-flex-stretch-solid-shorts?ID=10329136&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-90281777-bb9f-49aa-80da-1e502a37371f%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2410329136~xcm_pos~zPos3~xcm_srcCatID~z3310,NA,55,55,55,55,55,55,491,Men,NA
Nautica,Suits & Tuxedos,Blue Solid,Charcoal solid,Navy Plaid,Blue plaid,Light grey solid,Navy birdseye,3.5938,https://www.macys.com/shop/product/nautica-mens-modern-fit-bi-stretch-suit?ID=11318480&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXU-90281777-bb9f-49aa-80da-1e502a37371f%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2411318480~xcm_pos~zPos2~xcm_srcCatID~z17788,99.99,6,18,50,4,30,15,123,Men,Reasonable
Andrew Charles by Andy Hilfiger,Bracelets,Onyx,Tiger's Eye,White Agate,,,,3.8,https://www.macys.com/shop/product/andrew-charles-by-andy-hilfiger-mens-tigers-eye-bead-wolf-head-stretch-bracelet-in-stainless-steel-also-in-onyx-white-agate?ID=11852713&CategoryID=197651,51.98,0,0,0,0,0,0,0,Men,Reasonable
GUESS,Shoes,Black,,,,,,0,https://www.macys.com/shop/product/guess-mens-hourly-slip-on-dress-shoes-with-guess-branded-ornament?ID=14578615&CategoryID=197651,56.07,66,0,0,0,0,0,66,Men,Reasonable
Macy's,Jewelry & Watches,Yellow Gold,,,,,,1,https://www.macys.com/shop/product/diamond-accent-band-in-10k-gold?ID=14175054&CategoryID=197651,398.65,0,0,0,0,0,0,0,Men,Expensive
Tommy Hilfiger,Men,White,Black,,,,,4,https://www.macys.com/shop/product/tommy-hilfiger-mens-lewin-lace-up-sneaker?ID=12253534&CategoryID=197651,53.55,10,28,0,0,0,0,38,Men,Reasonable
Tommy Hilfiger,Accessories,Black,Natural,Cream,Khaki,Navy,,3.75,https://www.macys.com/shop/product/tommy-hilfiger-ribbon-inlay-mens-belt?ID=8456260&CategoryID=197651,26.208,28,9,15,28,20,0,100,Men,Reasonable
LA Pop Art,T-Shirts,Black,Gray,,,,,0,https://www.macys.com/shop/product/la-pop-art-mens-word-art-t-shirt-keep-on-truckin?ID=9206945&CategoryID=197651,12.24,21,21,0,0,0,0,42,Men,Reasonable
GUESS,Casual Button-Down Shirts,Twin Palms Print Pastel,,,,,,0,https://www.macys.com/shop/product/guess-mens-twin-palms-printed-shirt?ID=14248621&CategoryID=197651,38.71,10,0,0,0,0,0,10,Men,Reasonable
Polo Ralph Lauren,Shoes,Chocolate Brown,,,,,,0,https://www.macys.com/shop/product/polo-ralph-lauren-mens-keaton-suede-chukka-boot?ID=14423079&CategoryID=197651,NA,66,0,0,0,0,0,66,Men,NA
GUESS,Shoes,Black,,,,,,0,https://www.macys.com/shop/product/guess-mens-heeley-slip-on-dress-shoes-with-guess-branded-ornament?ID=14578613&CategoryID=197651,56.07,66,0,0,0,0,0,66,Men,Reasonable
A|X Armani Exchange,General,Black,,,,,,5,https://www.macys.com/shop/product/ax-armani-exchange-mens-stainless-steel-bracelet-watch-44mm-ax2320?ID=2901531&CategoryID=197651,78.75,0,0,0,0,0,0,0,Men,Reasonable
Stacy Adams,Shoes,Cognac,Brown Multi,Navy Suede,,,,4.3333,https://www.macys.com/shop/product/stacy-adams-mens-swift-wingtip-lace-up-shoes?ID=12582954&CategoryID=197651,90,55,34,45,0,0,0,134,Men,Reasonable
A|X Armani Exchange,General,Black,,,,,,0,https://www.macys.com/shop/product/ax-armani-exchange-mens-chronograph-black-leather-strap-watch-44mm?ID=12428670&CategoryID=197651,150,0,0,0,0,0,0,0,Men,Expensive
Alfani,Shoes,Brown,,,,,,0,https://www.macys.com/shop/product/alfani-mens-faux-leather-lace-up-sneakers-created-for-macys?ID=14334849&CategoryID=197651,33.59,66,0,0,0,0,0,66,Men,Reasonable
Tommy Hilfiger,Shoes,White,Brown,Navy,Black,,,4.5294,https://www.macys.com/shop/product/tommy-hilfiger-mens-brecon-sneakers?ID=11958564&CategoryID=197651,53.55,66,66,1,55,0,0,188,Men,Reasonable
Lauren Ralph Lauren,Blazers & Sport Coats,Grey/Blue,,,,,,5,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-ultraflex-grey-blue-check-blazer?ID=13197996&CategoryID=197651,69.99,55,0,0,0,0,0,55,Men,Reasonable
Ray-Ban,Sunglasses,BLACK/POLAR BLACK,,,,,,4.378,https://www.macys.com/shop/product/ray-ban-unisex-aviator-total-black-polarized-sunglasses-rb3025-58?ID=11448119&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Weatherproof Vintage,Shoes,Black,Brown,,,,,4.0476,https://www.macys.com/shop/product/weatherproof-vintage-mens-outdoor-hiker-boots?ID=12732121&CategoryID=197651,42,15,15,0,0,0,0,30,Men,Reasonable
Citizen,General,Silver-tone,,,,,,5,https://www.macys.com/shop/product/citizen-mens-sport-silver-tone-stainless-steel-bracelet-watch-45mm?ID=13092111&CategoryID=197651,221.25,0,0,0,0,0,0,0,Men,Expensive
Citizen,Jewelry & Watches,Black,,,,,,4.8333,https://www.macys.com/shop/product/citizen-mens-quartz-black-ion-plated-stainless-steel-bracelet-watch-40mm-bi5017-50e?ID=2973689&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Caterpillar,Hoodies & Sweatshirts,Pitch Black-black,Bronze,Tango Red,,,,4.5,https://www.macys.com/shop/product/caterpillar-mens-foundation-logo-print-hoodie?ID=13317412&CategoryID=197651,41.3,0,10,10,0,0,0,20,Men,Reasonable
adidas,Finish Line Men's Shoes,Carbon,,,,,,4.728,https://www.macys.com/shop/product/adidas-mens-nmd-r1-v2-casual-sneakers-from-finish-line?ID=11455840&CategoryID=197651,NA,6,0,0,0,0,0,6,Men,NA
Stacy Adams,Shoes,Black,,,,,,5,https://www.macys.com/shop/product/mens-pharoah-cap-toe-oxford-shoes?ID=13510403&CategoryID=197651,76.5,171,0,0,0,0,0,171,Men,Reasonable
A|X Armani Exchange,Underwear & Socks,White,Black,Black/Grey,,,,5,https://www.macys.com/shop/product/ax-armani-exchange-mens-two-pack-stretch-cotton-fitted-v-neck-t-shirt?ID=12936146&CategoryID=197651,NA,1,3,6,0,0,0,10,Men,NA
Rockport,Men,Black,"Sport White, Wheat",White,Castlerock,Bridle Brown,,4.0168,https://www.macys.com/shop/product/mens-m7100-milprowalker-shoes?ID=12657016&CategoryID=197651,79.95,459,440,581,18,367,0,1865,Men,Reasonable
Wells Lamont,Casual Button-Down Shirts,Brown,,,,,,3,https://www.macys.com/shop/product/wells-lamont-mens-short-sleeve-ventilated-back-flex-performance-ripstop-work-shirt?ID=11100639&CategoryID=197651,17.5,1,0,0,0,0,0,1,Men,Reasonable
Tommy Hilfiger,Shoes,Black,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-soli-lace-up-dress-oxfords?ID=14415408&CategoryID=197651,62.37,66,0,0,0,0,0,66,Men,Reasonable
Clarks,Shoes,Beeswax,Black Leather,,,,,4.3333,https://www.macys.com/shop/product/clarks-mens-shacre-boot-boots?ID=12151058&CategoryID=197651,84,225,136,0,0,0,0,361,Men,Reasonable
Oakley,Men,Black,,,,,,4.4512,https://www.macys.com/shop/product/oakley-mens-rectangle-sunglasses-oo9239-60-crankshaft?ID=2691221&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Cubavera,Casual Button-Down Shirts,Natural Linen,,,,,,0,https://www.macys.com/shop/product/cubavera-mens-linen-shirt?ID=13098159&CategoryID=197651,53.2,6,0,0,0,0,0,6,Men,Reasonable
INC International Concepts,Jeans,Light Wash,,,,,,4.2727,https://www.macys.com/shop/product/inc-international-concepts-mens-rockford-boot-cut-jeans-created-for-macys?ID=10676398&CategoryID=197651,36.48,153,0,0,0,0,0,153,Men,Reasonable
GUESS,Shoes,Dark Brown,Black,,,,,0,https://www.macys.com/shop/product/guess-mens-hersal-slip-on-dress-shoes-with-guess-branded-ornament?ID=14578614&CategoryID=197651,56.07,66,66,0,0,0,0,132,Men,Reasonable
